season,episode,title,restaurant,rating,price,city,state
27,5,A Passport of Flavor,La Panaderia,4.5,$$,San Antonio,Texas
27,5,A Passport of Flavor,Capital City BBQ,4.0,$,Lansing,Michigan
27,5,A Passport of Flavor,Zaytoon Mediterranean,4.5,$$,Lansing,Michigan
27,6,"Old Faces, New Places",Fat Olives,4.5,$$,Flagstaff,Arizona
27,6,"Old Faces, New Places",Sunset Pointe,4.5,$$,Fairhope,Alabama
27,6,"Old Faces, New Places",Blackbrick,,,Miami,Florida
27,7,From Pied to Fried,Buya Ramen,,,St. Petersburg,Florida
27,7,From Pied to Fried,Eastside Fish Fry & Grill,4.0,$,Lansing,Michigan
27,7,From Pied to Fried,Bourrée,4.0,$$,New Orleans,Louisiana
27,8,Sammies and Spice,The Roost,4.0,$$,Longmont,Colorado
27,8,Sammies and Spice,Loops,4.0,$,Columbus,Ohio
27,8,Sammies and Spice,Jitlada Restaurant,,,Los Angeles,California
27,9,College-Town Champs,Pierogi Mountain,4.5,$,Columbus,Ohio
27,9,College-Town Champs,Ray Ray's Hog Pit,4.5,$$,Columbus,Ohio
27,9,College-Town Champs,Aloy Thai Cuisine,4.0,$$,Boulder,Colorado
27,10,"Breakfast, Brisket and Belly",Nighthawk Breakfast Bar,4.5,$$,Venice,California
27,10,"Breakfast, Brisket and Belly",Sweet Carrot,4.0,$$,Columbus,Ohio
27,10,"Breakfast, Brisket and Belly",Bootleggers Modern America Smokehouse,4.0,$$,Scottsdale,Arizona
27,11,"Poutine, Pizza and Pork",Samples Restaurant,,,Longmont,Colorado
27,11,"Poutine, Pizza and Pork",Tutta's Pizza,4.0,$$,Dallas,Texas
27,11,"Poutine, Pizza and Pork",Slanted Rice Vietnamese Bistro,4.0,$$,Scottsdale,Arizona
28,1,Mom's Kitchen,Zoe Ma Ma,3.5,$,Boulder,Colorado
28,1,Mom's Kitchen,Ena's Caribbean Kitchen,4.0,$$,Columbus,Ohio
28,1,Mom's Kitchen,Republica Empanada,4.5,$,Mesa,Arizona
28,2,Delicious Discoveries,Momo Ghar,4.5,$,Columbus,Ohio
28,2,Delicious Discoveries,Tacos Mariachi,4.5,$,Dallas,Texas
28,2,Delicious Discoveries,Nora Restaurant and Bar,4.0,$$,Dallas,Texas
28,3,Bird and Beef,The Post Brewing Company,4.0,$$,Longmont,Colorado
28,3,Bird and Beef,One90 Smoked Meats,4.5,$$,Dallas,Texas
28,3,Bird and Beef,Tacos Chiwas,4.5,$,Phoenix,Arizona
28,4,All Kinds of Comfort,Grubstak,4.5,$$,Gilbert,Arizona
28,4,All Kinds of Comfort,Audrey Jane's Pizza Garage,4.5,$,Boulder,Colorado
28,4,All Kinds of Comfort,Whistle Britches,4.0,$$,Dallas,Texas
28,5,Rollin' in the Dough,Aloha Kitchen,4.5,$$,Mesa,Arizona
28,5,Rollin' in the Dough,Renee's Organic Oven,4.5,$$,Tucson,Arizona
28,5,Rollin' in the Dough,Mojo Donuts and Fried Chicken,4.5,$,Miami,Florida
28,6,International Intrigue,CrushCraft Thai Street Eats,4.0,$,Dallas,Texas
28,6,International Intrigue,Milly's Empanada Factory,5.0,$,Miami,Florida
28,6,International Intrigue,Zeman's,4.5,$$,Tucson,Arizona
28,7,Lights-Out Latin,Mr. & Mrs. Bun,4.5,$$,Miami,Florida
28,7,Lights-Out Latin,Ceviche's,4.5,$$,Wilmington,North Carolina
28,7,Lights-Out Latin,Cafe Tumerico,5.0,$$,Tucson,Arizona
28,8,"Pizza, Pork and Peru",The Cosmos,,,Lansing,Michigan
28,8,"Pizza, Pork and Peru",Copper Penny,4.5,$$,Wilmington,North Carolina
28,8,"Pizza, Pork and Peru",Inca's Peruvian Cuisine,4.0,$$,Tucson,Arizona
28,9,Seafood and Savory,Something Fishy Seafood Restaurant,3.5,$$,Wilmington,North Carolina
28,9,Seafood and Savory,The Purple Carrot,3.5,$,Okemos,Michigan
28,9,Seafood and Savory,Chef Alisah's Restaurant,4.5,$$,Tucson,Arizona
28,10,Grab and Grub,Doce Provisions,4.5,$$,Miami,Florida
28,10,Grab and Grub,Rocco's Little Chicago,4.0,$$,Tucson,Arizona
28,10,Grab and Grub,Fork-n-Cork,,,Wilmington,North Carolina
28,11,BBQ Bites and Southern Flavor,Wood Shop BBQ,4.5,$$,Seattle,Washington
28,11,BBQ Bites and Southern Flavor,Cast Iron Kitchen,4.5,$$,Wilmington,North Carolina
28,11,BBQ Bites and Southern Flavor,Southern Cafe,4.0,$$,Oakland,California
28,12,"East Coast, West Coast",Calafia Cafe,3.5,$,Palo Alto,California
28,12,"East Coast, West Coast",Sweet n Savory Cafe,4.0,$$,Wilmington,North Carolina
28,12,"East Coast, West Coast",W.E.P.A.! at Brix 581,,,Oakland,California
28,13,"Italian, Hawaiian and Colombian",Umekes Fishmarket Bar & Grill,4.0,$$,Kailua-Kona,Hawaii
28,13,"Italian, Hawaiian and Colombian",Pazzo,4.5,$$,San Carlos,California
28,13,"Italian, Hawaiian and Colombian",LOBA Restaurant,,,Miami,Florida
28,14,Playin' Chicken,Scolari's Good Eats,,,Alameda,California
28,14,Playin' Chicken,Pizzeria Credo,4.5,$$,Seattle,Washington
28,14,Playin' Chicken,Foster's Kitchen,4.0,$$,Kailua-Kona,Hawaii
28,15,On the Hook and In the Bun,The Red Door,3.0,$$,Seattle,Washington
28,15,On the Hook and In the Bun,Rebel Kitchen,4.5,$$,Kealakekua,Hawaii
28,15,On the Hook and In the Bun,Grand Harbor,,,San Francisco,California
28,16,Fusion of Flavors,Saucy Porka,4.5,$,Chicago,Illinois
28,16,Fusion of Flavors,Sisters and Brothers Bar,4.0,$$,Seattle,Washington
28,16,Fusion of Flavors,Island Lava Java,4.0,$$,Kailua-Kona,Hawaii
28,17,Tasty Traditions,Piroshki on 3rd,4.5,$,Seattle,Washington
28,17,Tasty Traditions,Kanaka Kava,4.5,$$,Kailua-Kona,Hawaii
28,17,Tasty Traditions,Manny's Cafeteria and Delicatessen,4.0,$$,Chicago,Illinois
28,18,Far East Flavorfest,Del Seoul,4.5,$,Chicago,Illinois
28,18,Far East Flavorfest,Original Thai,4.0,$$,Kailua-Kona,Hawaii
28,18,Far East Flavorfest,Bok A Bok Fried Chicken & Biscuits,,,Seattle,Washington
28,19,Culinary Journey,Broke Da Mouth Grindz,4.5,$$,Kailua-Kona,Hawaii
28,19,Culinary Journey,MFK,4.0,$$$,Chicago,Illinois
28,19,Culinary Journey,Blue Toba,4.5,$$,Ashland,Oregon
29,1,From Pork to Pasta,Ruins,4.0,$$,Spokane,Washington
29,1,From Pork to Pasta,Bella Luna Cafe,,,Chicago,Illinois
29,1,From Pork to Pasta,Sun Wah BBQ,4.0,$$,Chicago,Illinois
29,2,"Sandwiches, Southern and South of the Boarder",Roost Fried Chicken,4.0,$$,Bozeman,Montana
29,2,"Sandwiches, Southern and South of the Boarder",Nordic Smoke BBQ,5.0,$,Spokane,Washington
29,2,"Sandwiches, Southern and South of the Boarder",Agave,3.5,$$,Ashland,Oregon
29,3,"Pretzels, Pork and Paella",Storm Castle Cafe,4.5,$$,Bozeman,Montana
29,3,"Pretzels, Pork and Paella",La Terraza Rum Longe,4.0,$$,Little Rock,Arkansas
29,3,"Pretzels, Pork and Paella",Flyway Brewing,4.0,$$,North Little Rock,Arkansas
29,4,From Big Burgers to Little Italy,Zoftig Eatery,4.5,$$,Santa Rosa,California
29,4,From Big Burgers to Little Italy,Bruno's Little Italy,4.0,$$,Little Rock,Arkansas
29,4,From Big Burgers to Little Italy,North Bar,4.5,$$,Little Rock,Arkansas
29,5,Meaty Mashup,The Fold: Botanas & Bar,4.0,$$,Little Rock,Arkansas
29,5,Meaty Mashup,Simply Vietnam Express,3.5,$$,Santa Rosa,California
29,5,Meaty Mashup,Cochon Volant BBQ,4.0,$$,Sonoma,California
29,6,"Burgers, Bacon and BBQ",The Root Cafe,4.5,$$,Little Rock,Arkansas
29,6,"Burgers, Bacon and BBQ",Eight Noodle Shop,3.5,$$,Napa,California
29,6,"Burgers, Bacon and BBQ",Smoke Shack,4.0,$$,San Antonio,Texas
29,7,From Sandwiches to Stroganoff,Wrigleyville,4.5,$,San Antonio,Texas
29,7,From Sandwiches to Stroganoff,Fat Tummy,,,San Antonio,Texas
29,7,From Sandwiches to Stroganoff,Zazu Kitchen + Farm,,,Sebastopol,California
29,8,Regional Recipes,Dignowity Meats,,,San Antonio,Texas
29,8,Regional Recipes,Ma Harper's Creole Kitchen,4.5,$$,San Antonio,Texas
29,8,Regional Recipes,Taqueria Molcajetes,4.0,$$,Santa Rosa,California
29,9,Cultural Twist,Finn's Cafe,,,Salt Lake City,Utah
29,9,Cultural Twist,Red's Chinese,4.0,$$,New Orleans,Louisiana
29,9,Cultural Twist,Curry Pizza,5.0,$,West Valley City,Utah
29,10,Handy Helpings,Hruska's Kolaches,4.5,$,Salt Lake City,Utah
29,10,Handy Helpings,Proper Burger Company,4.0,$$,Salt Lake City,Utah
29,10,Handy Helpings,Rreal Tacos,4.0,$$,Atlanta,Georgia
29,11,'Round the World Roundup,Yakitori Jinbei,4.0,$$,Smyrna,Georgia
29,11,'Round the World Roundup,OneTaco,4.0,$,Austin,Texas
29,11,'Round the World Roundup,Laziz Kitchen,4.5,$$,Salt Lake City,Utah
29,12,Whole Lotta Comfort,Twisted Soul Cookhouse & Pours,4.0,$$,Atlanta,Georgia
29,12,Whole Lotta Comfort,Purgatory,4.5,$$,Salt Lake City,Utah
29,12,Whole Lotta Comfort,Valentina's,,,Austin,Texas
29,13,Eating Up New Orleans,Piece of Meat,4.5,$$,New Orleans,Louisiana
29,13,Eating Up New Orleans,Seither's Seafood,4.5,$$,New Orleans,Louisiana
29,13,Eating Up New Orleans,Avery's on Tulane,4.5,$$,New Orleans,Louisiana
29,14,Sandwich Showcase,Holy Roller,4.0,$$,Austin,Texas
29,14,Sandwich Showcase,SLAB BBQ & Beer,4.5,$$,Austin,Texas
29,14,Sandwich Showcase,Vinny's Bakery,4.5,$,Pasco,Washington
29,15,Southern to South American,Greens & Gravy,3.5,$$,Atlanta,Georgia
29,15,Southern to South American,Boteco,4.5,$$,Austin,Texas
29,15,Southern to South American,Porter's Real Barbecue,4.5,$$,Richland,Washington
29,16,Mega Meat and Sweet Treats,Hankook Taqueria,4.0,$$,Atlanta,Georgia
29,16,Mega Meat and Sweet Treats,Pieous,4.5,$$,Austin,Texas
29,16,Mega Meat and Sweet Treats,The Folded Pizza Pie,4.0,$,Richland,Washington
29,17,"Belly, Beef and Bratwurst",Barley's Brewhub,3.5,$$,Kennewick,Washington
29,17,"Belly, Beef and Bratwurst",Fable Diner,4.0,$$,Vancouver,British Columbia
29,17,"Belly, Beef and Bratwurst",Pijiu Belly,4.0,$$,Atlanta,Georgia
29,18,Coming Together in Cali,Grana,4.0,$$,Chico,California
29,18,Coming Together in Cali,Upper Crust Bakery & Cafe,4.0,$,Chico,California
29,18,Coming Together in Cali,The Banshee,4.0,$$,Chico,California
29,19,Burger and Breakfast,The Pie Hole,4.0,$$,Vancouver,British Columbia
29,19,Burger and Breakfast,Sin of Cortez,3.5,$$,Chico,California
29,19,Burger and Breakfast,Ethos Bakery & Cafe,4.0,$$,Richland,Washington
29,20,Not Your Everyday Eats,Frost Me Sweet Bakery & Bistro,,,Richland,Washington
29,20,Not Your Everyday Eats,Momona,3.5,$$,Chico,California
29,20,Not Your Everyday Eats,Tuc Craft Kitchen,4.0,$$,Vancouver,British Columbia
30,1,A World of Barbecue,Tahini Nui,,,Kauai,Hawaii
30,1,A World of Barbecue,Grand Ole BBQ,4.5,$$,San Diego,California
30,1,A World of Barbecue,Locale BBQ Post,4.0,$$,Wilmington,Delaware
30,2,"Sausage, Shawarma and Scaloppini",Tahini,4.5,$,San Diego,California
30,2,"Sausage, Shawarma and Scaloppini",Corduroy Pie Co.,4.5,$$,Vancouver,British Columbia
30,2,"Sausage, Shawarma and Scaloppini",Luigi Vitrone's Pastabilities Trattoria,4.0,$$,Wilmington,Delaware
